DatasetName,MonitoringLocationID,MonitoringLocationName,MonitoringLocationLatitude,MonitoringLocationLongitude,MonitoringLocationHorizontalCoordinateReferenceSystem,MonitoringLocationHorizontalAccuracyMeasure,MonitoringLocationHorizontalAccuracyUnit,MonitoringLocationVerticalMeasure,MonitoringLocationVerticalUnit,MonitoringLocationType,ActivityType,ActivityMediaName,ActivityStartDate,ActivityStartTime,ActivityEndDate,ActivityEndTime,ActivityDepthHeightMeasure,ActivityDepthHeightUnit,SampleCollectionEquipmentName,CharacteristicName,MethodSpeciation,ResultSampleFraction,ResultValue,ResultUnit,ResultValueType,ResultDetectionCondition,ResultDetectionQuantitationLimitMeasure,ResultDetectionQuantitationLimitUnit,ResultDetectionQuantitationLimitType,ResultStatusID,ResultComment,ResultAnalyticalMethodID,ResultAnalyticalMethodContext,ResultAnalyticalMethodName,AnalysisStartDate,AnalysisStartTime,AnalysisStartTimeZone,LaboratoryName,LaboratorySampleID
Indian Bay Ecosystem Corporation,NC2,Number 22 Culvert 2,49.09313,-53.93762,UNKWN,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2015-09-03,03:11:00,,,,,,Specific conductance,,,18.3,uS/cm,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,NC2,Number 22 Culvert 2,49.09313,-53.93762,UNKWN,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2015-09-03,03:11:00,,,,,,"Temperature, water",,,18.4,deg C,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,NC2,Number 22 Culvert 2,49.09313,-53.93762,UNKWN,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2015-09-03,03:11:00,,,,,,Total dissolved solids,,,11.7,mg/l,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,SWP1,South-West Pond 1,49.08591,-53.69072,UNKWN,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2015-09-03,10:14:00,,,,,,Dissolved oxygen (DO),,,9.1,mg/l,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,SWP1,South-West Pond 1,49.08591,-53.69072,UNKWN,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2015-09-03,10:14:00,,,,,,Dissolved oxygen saturation,,,97,%,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,SWP1,South-West Pond 1,49.08591,-53.69072,UNKWN,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2015-09-03,10:14:00,,,,,,pH,,,5.43,None,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,SWP1,South-West Pond 1,49.08591,-53.69072,UNKWN,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2015-09-03,10:14:00,,,,,,Salinity,,,0.01,ppt,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,SWP1,South-West Pond 1,49.08591,-53.69072,UNKWN,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2015-09-03,10:14:00,,,,,,Specific conductance,,,23.4,uS/cm,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,SWP1,South-West Pond 1,49.08591,-53.69072,UNKWN,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2015-09-03,10:14:00,,,,,,"Temperature, water",,,18.3,deg C,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,SWP1,South-West Pond 1,49.08591,-53.69072,UNKWN,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2015-09-03,10:14:00,,,,,,Total dissolved solids,,,15.6,mg/l,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,SWP1,South-West Pond 1,49.08591,-53.69072,UNKWN,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2015-09-03,10:18:00,,,,,,Dissolved oxygen (DO),,,9,mg/l,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,SWP1,South-West Pond 1,49.08591,-53.69072,UNKWN,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2015-09-03,10:18:00,,,,,,Dissolved oxygen saturation,,,96,%,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,SWP1,South-West Pond 1,49.08591,-53.69072,UNKWN,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2015-09-03,10:18:00,,,,,,pH,,,5.42,None,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,SWP1,South-West Pond 1,49.08591,-53.69072,UNKWN,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2015-09-03,10:18:00,,,,,,Salinity,,,0.01,ppt,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,SWP1,South-West Pond 1,49.08591,-53.69072,UNKWN,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2015-09-03,10:18:00,,,,,,Specific conductance,,,23.4,uS/cm,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,SWP1,South-West Pond 1,49.08591,-53.69072,UNKWN,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2015-09-03,10:18:00,,,,,,"Temperature, water",,,18,deg C,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,SWP1,South-West Pond 1,49.08591,-53.69072,UNKWN,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2015-09-03,10:18:00,,,,,,Total dissolved solids,,,14.96,mg/l,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBR1,Indian Bay River 1,49.04461,-53.87613,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2015-09-03,10:26:00,,,,,,Dissolved oxygen (DO),,,7.2,mg/l,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBR1,Indian Bay River 1,49.04461,-53.87613,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2015-09-03,10:26:00,,,,,,Dissolved oxygen saturation,,,69,%,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBR1,Indian Bay River 1,49.04461,-53.87613,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2015-09-03,10:26:00,,,,,,pH,,,6.32,None,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBR1,Indian Bay River 1,49.04461,-53.87613,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2015-09-03,10:26:00,,,,,,Salinity,,,0.03,ppt,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBR1,Indian Bay River 1,49.04461,-53.87613,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2015-09-03,10:26:00,,,,,,Specific conductance,,,38.5,uS/cm,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBR1,Indian Bay River 1,49.04461,-53.87613,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2015-09-03,10:26:00,,,,,,"Temperature, water",,,14.6,deg C,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBR1,Indian Bay River 1,49.04461,-53.87613,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2015-09-03,10:26:00,,,,,,Total dissolved solids,,,25.35,mg/l,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBR1,Indian Bay River 1,49.04461,-53.87613,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2015-09-03,10:32:00,,,,,,Dissolved oxygen (DO),,,7,mg/l,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBR1,Indian Bay River 1,49.04461,-53.87613,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2015-09-03,10:32:00,,,,,,Dissolved oxygen saturation,,,69,%,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBR1,Indian Bay River 1,49.04461,-53.87613,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2015-09-03,10:32:00,,,,,,pH,,,6.57,None,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBR1,Indian Bay River 1,49.04461,-53.87613,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2015-09-03,10:32:00,,,,,,Salinity,,,0.02,ppt,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBR1,Indian Bay River 1,49.04461,-53.87613,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2015-09-03,10:32:00,,,,,,Specific conductance,,,36,uS/cm,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBR1,Indian Bay River 1,49.04461,-53.87613,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2015-09-03,10:32:00,,,,,,"Temperature, water",,,14.7,deg C,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBR1,Indian Bay River 1,49.04461,-53.87613,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2015-09-03,10:32:00,,,,,,Total dissolved solids,,,23.4,mg/l,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,SWP2,South-West Pond 2,49.08794,-53.70372,UNKWN,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2015-09-03,11:31:00,,,,,,Dissolved oxygen (DO),,,9.2,mg/l,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,SWP2,South-West Pond 2,49.08794,-53.70372,UNKWN,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2015-09-03,11:31:00,,,,,,Dissolved oxygen saturation,,,88,%,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,SWP2,South-West Pond 2,49.08794,-53.70372,UNKWN,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2015-09-03,11:31:00,,,,,,pH,,,5.84,None,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,SWP2,South-West Pond 2,49.08794,-53.70372,UNKWN,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2015-09-03,11:31:00,,,,,,Salinity,,,0.03,ppt,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,SWP2,South-West Pond 2,49.08794,-53.70372,UNKWN,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2015-09-03,11:31:00,,,,,,Specific conductance,,,75.5,uS/cm,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,SWP2,South-West Pond 2,49.08794,-53.70372,UNKWN,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2015-09-03,11:31:00,,,,,,"Temperature, water",,,13.5,deg C,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,SWP2,South-West Pond 2,49.08794,-53.70372,UNKWN,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2015-09-03,11:31:00,,,,,,Total dissolved solids,,,49.4,mg/l,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,SWP2,South-West Pond 2,49.08794,-53.70372,UNKWN,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2015-09-03,11:33:00,,,,,,Dissolved oxygen (DO),,,8.9,mg/l,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,SWP2,South-West Pond 2,49.08794,-53.70372,UNKWN,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2015-09-03,11:33:00,,,,,,Dissolved oxygen saturation,,,87,%,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,SWP2,South-West Pond 2,49.08794,-53.70372,UNKWN,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2015-09-03,11:33:00,,,,,,pH,,,5.51,None,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,SWP2,South-West Pond 2,49.08794,-53.70372,UNKWN,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2015-09-03,11:33:00,,,,,,Salinity,,,0.03,ppt,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,SWP2,South-West Pond 2,49.08794,-53.70372,UNKWN,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2015-09-03,11:33:00,,,,,,Specific conductance,,,75.6,uS/cm,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,SWP2,South-West Pond 2,49.08794,-53.70372,UNKWN,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2015-09-03,11:33:00,,,,,,"Temperature, water",,,14.5,deg C,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,SWP2,South-West Pond 2,49.08794,-53.70372,UNKWN,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2015-09-03,11:33:00,,,,,,Total dissolved solids,,,49.4,mg/l,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,SWP3,South-West Pond 3,49.09055,-53.70711,UNKWN,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2015-09-03,11:39:00,,,,,,Dissolved oxygen (DO),,,10.6,mg/l,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,SWP3,South-West Pond 3,49.09055,-53.70711,UNKWN,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2015-09-03,11:39:00,,,,,,Dissolved oxygen saturation,,,100,%,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,SWP3,South-West Pond 3,49.09055,-53.70711,UNKWN,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2015-09-03,11:39:00,,,,,,pH,,,5.4,None,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,SWP3,South-West Pond 3,49.09055,-53.70711,UNKWN,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2015-09-03,11:39:00,,,,,,Salinity,,,0.01,ppt,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,SWP3,South-West Pond 3,49.09055,-53.70711,UNKWN,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2015-09-03,11:39:00,,,,,,Specific conductance,,,23.6,uS/cm,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,SWP3,South-West Pond 3,49.09055,-53.70711,UNKWN,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2015-09-03,11:39:00,,,,,,"Temperature, water",,,13.3,deg C,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,SWP3,South-West Pond 3,49.09055,-53.70711,UNKWN,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2015-09-03,11:39:00,,,,,,Total dissolved solids,,,15.6,mg/l,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,SWP3,South-West Pond 3,49.09055,-53.70711,UNKWN,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2015-09-03,11:41:00,,,,,,Dissolved oxygen (DO),,,10.3,mg/l,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,SWP3,South-West Pond 3,49.09055,-53.70711,UNKWN,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2015-09-03,11:41:00,,,,,,Dissolved oxygen saturation,,,102,%,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,SWP3,South-West Pond 3,49.09055,-53.70711,UNKWN,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2015-09-03,11:41:00,,,,,,pH,,,5.31,None,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,SWP3,South-West Pond 3,49.09055,-53.70711,UNKWN,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2015-09-03,11:41:00,,,,,,Salinity,,,0.01,ppt,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,SWP3,South-West Pond 3,49.09055,-53.70711,UNKWN,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2015-09-03,11:41:00,,,,,,Specific conductance,,,23.5,uS/cm,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,SWP3,South-West Pond 3,49.09055,-53.70711,UNKWN,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2015-09-03,11:41:00,,,,,,"Temperature, water",,,14.6,deg C,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,SWP3,South-West Pond 3,49.09055,-53.70711,UNKWN,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2015-09-03,11:41:00,,,,,,Total dissolved solids,,,14.95,mg/l,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBS,Indian Bay Spring,49.03091,-53.87215,UNKWN,,,,,Estuary,Field Msr/Obs-Portable Data Logger,Surface Water,2015-09-03,13:03:00,,,,,,Dissolved oxygen (DO),,,12.6,mg/l,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBS,Indian Bay Spring,49.03091,-53.87215,UNKWN,,,,,Estuary,Field Msr/Obs-Portable Data Logger,Surface Water,2015-09-03,13:03:00,,,,,,Dissolved oxygen saturation,,,102,%,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBS,Indian Bay Spring,49.03091,-53.87215,UNKWN,,,,,Estuary,Field Msr/Obs-Portable Data Logger,Surface Water,2015-09-03,13:03:00,,,,,,pH,,,6.03,None,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBS,Indian Bay Spring,49.03091,-53.87215,UNKWN,,,,,Estuary,Field Msr/Obs-Portable Data Logger,Surface Water,2015-09-03,13:03:00,,,,,,Salinity,,,0.02,ppt,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBS,Indian Bay Spring,49.03091,-53.87215,UNKWN,,,,,Estuary,Field Msr/Obs-Portable Data Logger,Surface Water,2015-09-03,13:03:00,,,,,,Specific conductance,,,37.2,uS/cm,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBS,Indian Bay Spring,49.03091,-53.87215,UNKWN,,,,,Estuary,Field Msr/Obs-Portable Data Logger,Surface Water,2015-09-03,13:03:00,,,,,,"Temperature, water",,,6,deg C,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBS,Indian Bay Spring,49.03091,-53.87215,UNKWN,,,,,Estuary,Field Msr/Obs-Portable Data Logger,Surface Water,2015-09-03,13:03:00,,,,,,Total dissolved solids,,,24.05,mg/l,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,ISB,Indian Bay Spring,49.03091,-53.87215,UNKWN,,,,,Estuary,Field Msr/Obs-Portable Data Logger,Surface Water,2015-09-03,13:03:00,,,,,,Dissolved oxygen (DO),,,12.6,mg/l,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,ISB,Indian Bay Spring,49.03091,-53.87215,UNKWN,,,,,Estuary,Field Msr/Obs-Portable Data Logger,Surface Water,2015-09-03,13:03:00,,,,,,Dissolved oxygen saturation,,,102,%,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,ISB,Indian Bay Spring,49.03091,-53.87215,UNKWN,,,,,Estuary,Field Msr/Obs-Portable Data Logger,Surface Water,2015-09-03,13:03:00,,,,,,pH,,,6.03,None,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,ISB,Indian Bay Spring,49.03091,-53.87215,UNKWN,,,,,Estuary,Field Msr/Obs-Portable Data Logger,Surface Water,2015-09-03,13:03:00,,,,,,Salinity,,,0.02,ppt,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,ISB,Indian Bay Spring,49.03091,-53.87215,UNKWN,,,,,Estuary,Field Msr/Obs-Portable Data Logger,Surface Water,2015-09-03,13:03:00,,,,,,Specific conductance,,,37.2,uS/cm,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,ISB,Indian Bay Spring,49.03091,-53.87215,UNKWN,,,,,Estuary,Field Msr/Obs-Portable Data Logger,Surface Water,2015-09-03,13:03:00,,,,,,"Temperature, water",,,6,deg C,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,ISB,Indian Bay Spring,49.03091,-53.87215,UNKWN,,,,,Estuary,Field Msr/Obs-Portable Data Logger,Surface Water,2015-09-03,13:03:00,,,,,,Total dissolved solids,,,24.05,mg/l,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBS,Indian Bay Spring,49.03091,-53.87215,UNKWN,,,,,Estuary,Field Msr/Obs-Portable Data Logger,Surface Water,2015-09-03,13:06:00,,,,,,Dissolved oxygen (DO),,,11.6,mg/l,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBS,Indian Bay Spring,49.03091,-53.87215,UNKWN,,,,,Estuary,Field Msr/Obs-Portable Data Logger,Surface Water,2015-09-03,13:06:00,,,,,,Dissolved oxygen saturation,,,93,%,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBS,Indian Bay Spring,49.03091,-53.87215,UNKWN,,,,,Estuary,Field Msr/Obs-Portable Data Logger,Surface Water,2015-09-03,13:06:00,,,,,,pH,,,6,None,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBS,Indian Bay Spring,49.03091,-53.87215,UNKWN,,,,,Estuary,Field Msr/Obs-Portable Data Logger,Surface Water,2015-09-03,13:06:00,,,,,,Salinity,,,0.02,ppt,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBS,Indian Bay Spring,49.03091,-53.87215,UNKWN,,,,,Estuary,Field Msr/Obs-Portable Data Logger,Surface Water,2015-09-03,13:06:00,,,,,,Specific conductance,,,37.1,uS/cm,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBS,Indian Bay Spring,49.03091,-53.87215,UNKWN,,,,,Estuary,Field Msr/Obs-Portable Data Logger,Surface Water,2015-09-03,13:06:00,,,,,,"Temperature, water",,,5.9,deg C,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBS,Indian Bay Spring,49.03091,-53.87215,UNKWN,,,,,Estuary,Field Msr/Obs-Portable Data Logger,Surface Water,2015-09-03,13:06:00,,,,,,Total dissolved solids,,,24.05,mg/l,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,ISB,Indian Bay Spring,49.03091,-53.87215,UNKWN,,,,,Estuary,Field Msr/Obs-Portable Data Logger,Surface Water,2015-09-03,13:06:00,,,,,,Dissolved oxygen (DO),,,11.6,mg/l,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,ISB,Indian Bay Spring,49.03091,-53.87215,UNKWN,,,,,Estuary,Field Msr/Obs-Portable Data Logger,Surface Water,2015-09-03,13:06:00,,,,,,Dissolved oxygen saturation,,,93,%,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,ISB,Indian Bay Spring,49.03091,-53.87215,UNKWN,,,,,Estuary,Field Msr/Obs-Portable Data Logger,Surface Water,2015-09-03,13:06:00,,,,,,pH,,,6,None,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,ISB,Indian Bay Spring,49.03091,-53.87215,UNKWN,,,,,Estuary,Field Msr/Obs-Portable Data Logger,Surface Water,2015-09-03,13:06:00,,,,,,Salinity,,,0.02,ppt,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,ISB,Indian Bay Spring,49.03091,-53.87215,UNKWN,,,,,Estuary,Field Msr/Obs-Portable Data Logger,Surface Water,2015-09-03,13:06:00,,,,,,Specific conductance,,,37.1,uS/cm,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,ISB,Indian Bay Spring,49.03091,-53.87215,UNKWN,,,,,Estuary,Field Msr/Obs-Portable Data Logger,Surface Water,2015-09-03,13:06:00,,,,,,"Temperature, water",,,5.9,deg C,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,ISB,Indian Bay Spring,49.03091,-53.87215,UNKWN,,,,,Estuary,Field Msr/Obs-Portable Data Logger,Surface Water,2015-09-03,13:06:00,,,,,,Total dissolved solids,,,24.05,mg/l,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,WS,Wareham Spring,49.01661,-53.86382,UNKWN,,,,,Estuary,Field Msr/Obs-Portable Data Logger,Surface Water,2015-09-03,13:15:00,,,,,,Dissolved oxygen (DO),,,9.7,mg/l,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,WS,Wareham Spring,49.01661,-53.86382,UNKWN,,,,,Estuary,Field Msr/Obs-Portable Data Logger,Surface Water,2015-09-03,13:15:00,,,,,,Dissolved oxygen saturation,,,95,%,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,WS,Wareham Spring,49.01661,-53.86382,UNKWN,,,,,Estuary,Field Msr/Obs-Portable Data Logger,Surface Water,2015-09-03,13:15:00,,,,,,pH,,,6.38,None,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,WS,Wareham Spring,49.01661,-53.86382,UNKWN,,,,,Estuary,Field Msr/Obs-Portable Data Logger,Surface Water,2015-09-03,13:15:00,,,,,,Salinity,,,0.02,ppt,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,WS,Wareham Spring,49.01661,-53.86382,UNKWN,,,,,Estuary,Field Msr/Obs-Portable Data Logger,Surface Water,2015-09-03,13:15:00,,,,,,Specific conductance,,,44.8,uS/cm,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,WS,Wareham Spring,49.01661,-53.86382,UNKWN,,,,,Estuary,Field Msr/Obs-Portable Data Logger,Surface Water,2015-09-03,13:15:00,,,,,,"Temperature, water",,,14.7,deg C,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,WS,Wareham Spring,49.01661,-53.86382,UNKWN,,,,,Estuary,Field Msr/Obs-Portable Data Logger,Surface Water,2015-09-03,13:15:00,,,,,,Total dissolved solids,,,29.25,mg/l,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,WS,Wareham Spring,49.01661,-53.86382,UNKWN,,,,,Estuary,Field Msr/Obs-Portable Data Logger,Surface Water,2015-09-03,13:18:00,,,,,,Dissolved oxygen (DO),,,10.1,mg/l,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,WS,Wareham Spring,49.01661,-53.86382,UNKWN,,,,,Estuary,Field Msr/Obs-Portable Data Logger,Surface Water,2015-09-03,13:18:00,,,,,,Dissolved oxygen saturation,,,100,%,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,WS,Wareham Spring,49.01661,-53.86382,UNKWN,,,,,Estuary,Field Msr/Obs-Portable Data Logger,Surface Water,2015-09-03,13:18:00,,,,,,pH,,,6.5,None,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,WS,Wareham Spring,49.01661,-53.86382,UNKWN,,,,,Estuary,Field Msr/Obs-Portable Data Logger,Surface Water,2015-09-03,13:18:00,,,,,,Salinity,,,0.02,ppt,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,WS,Wareham Spring,49.01661,-53.86382,UNKWN,,,,,Estuary,Field Msr/Obs-Portable Data Logger,Surface Water,2015-09-03,13:18:00,,,,,,Specific conductance,,,42.6,uS/cm,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,WS,Wareham Spring,49.01661,-53.86382,UNKWN,,,,,Estuary,Field Msr/Obs-Portable Data Logger,Surface Water,2015-09-03,13:18:00,,,,,,"Temperature, water",,,15,deg C,,,,,,,,,,,,,,,
